Subject	Block	Trial	Operation	Side	SOA	Delay	Delayjitter	Task	TaskRecNo	Orignum	TaskXY	TaskZ	Solution	VOTtoj	Responsetoj	Accuracytoj	Respright	VOTanalog	Accuracyanalogy_new2
15	4	62	1	-1	-20	1500	80	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	738.3678	-1	1	0	888.5678	1
15	4	63	1	-1	-70	750	40	96	120	187	Milimeter/Meter	Meter/?	Kilometer	1857.122	1	0	1	1183.133	0
15	4	64	1	1	70	1500	80	67	101	129	Stuhl/Bank	Sessel/?	Sofa	1314.84	1	1	1	726.3957	1
15	5	65	1	1	70	1500	80	50	90	103	Sommer/Regen	Winter/?	Schnee	632.2305	1	1	1	584.2215	1
15	5	66	1	-1	-20	1500	80	73	103	137	Zehen/Fuß	Finger/?	Hand	594.3328	1	0	1	896.9679	1
15	5	67	1	-1	-70	250	80	30	20	56	Wort/Satz	Teller/?	Geschirr	692.3752	1	0	1	1413.647	0
15	5	68	1	1	110	1500	80	84	50	163	Vertrauen/Experte	Unsicherheit/?	Anfänger	752.313	1	1	1	902.4261	0
15	5	69	1	1	70	750	-80	42	26	77	stottern/sprechen	stolpern/?	gehen	569.9459	1	1	1	702.3874	1
15	5	70	1	1	110	250	-80	21	12	45	Hase/Karotte	Wolf/?	Schaf	1146.623	-1	0	0	706.6034	1
15	5	71	1	-1	-70	250	-80	85	51	167	lustig/traurig	gut/?	böse	608.3364	-1	1	0	784.6349	1
15	5	72	1	-1	-40	250	80	94	117	182	Windhund/Hund	Lachs/?	Fisch	1184.927	-1	1	0	744.513	1
15	5	73	1	-1	-70	1500	-40	74	44	138	Stadt/Dorf	See/?	Teich	884.4971	-1	1	0	1368.445	0
15	5	74	1	1	40	750	40	11	7	30	Mensch/Schuh	Auto/?	Reifen	786.4945	1	1	1	518.1977	1
15	5	75	1	-1	-70	750	40	95	119	186	Stunde/Minute	Minute/?	Sekunde	590.2048	-1	1	0	526.8864	0
15	5	76	1	1	70	250	80	43	79	79	Quadrat/Kreis	Würfel/?	Kugel	1374.003	1	1	1	4446.411	1
15	5	77	1	-1	-70	250	40	51	31	104	Junge/Bruder	Mädchen/?	Schwester	712.4509	-1	1	0	552.5593	1
15	5	78	1	-1	-110	750	40	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	518.1519	-1	1	0	454.2149	1
15	5	79	1	1	110	750	-40	72	43	136	Frage/Antwort	Rätsel/?	Lösung	479.6244	1	1	1	474.6128	1
15	5	80	1	1	110	250	-40	18	10	39	Haar/Shampoo	Zähne/?	Zahnpasta	1413.174	1	1	1	630.6255	1
15	5	81	1	1	110	250	80	88	54	170	warm/kalt	stumpf/?	spitz	470.61	1	1	1	566.1547	1
15	5	82	1	-1	-20	1500	-80	39	78	74	wann/Zeit	wo/?	Ort	1276.688	-1	1	0	1245.044	1
15	5	83	1	-1	-110	250	40	75	104	144	Album/Foto	Zeitung/?	Artikel	918.6727	-1	1	0	1060.778	0
15	5	84	1	1	70	1500	40	54	32	108	Buch/drucken	Brief/?	schreiben	710.639	1	1	1	1271.332	1
15	5	85	1	1	70	750	-40	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	602.2196	1	1	1	534.4459	1
15	5	86	1	1	70	250	40	79	109	155	Blitz/hell	Donner/?	laut	926.6132	1	1	1	958.748	1
15	5	87	1	1	110	250	-40	40	24	75	Haus/Dach	Zimmer/?	Decke	770.4967	1	1	1	620.7594	1
15	5	88	1	1	70	250	-40	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	704.4311	1	1	1	926.9769	1
15	5	89	1	-1	-20	750	80	48	30	95	sechs/Zahl	Hass/?	Gefühl	1136.858	1	0	1	578.3132	1
15	5	90	1	-1	-110	750	-40	23	14	47	Auto/Straße	Zug/?	Schiene	1054.64	-1	1	0	694.6494	1
15	5	91	1	1	40	250	80	20	67	43	Zahnarzt/Zähne	Friseur/?	Haare	748.829	1	1	1	566.3276	1
15	5	92	1	1	20	1500	-80	55	94	109	Mehl/Bäcker	Stoff/?	Schneider	832.7142	1	1	1	926.3866	1
15	5	93	1	1	110	1500	40	1	1	1	Buchstabe/Ziffer	Wort/?	Zahl	750.4008	1	1	1	1199.129	0
15	5	94	1	1	20	750	40	58	97	114	Wand/Stein	Tisch/?	Holz	670.366	1	1	1	518.3158	1
15	5	95	1	-1	-110	250	80	8	4	24	alles/nichts	immer/?	nie	1303.237	-1	1	0	5562.142	0
15	5	96	1	-1	-40	250	40	36	22	67	Schmerz/nachlassen	Hitze/?	abkühlen	1715.081	-1	1	0	1040.674	1
15	6	97	1	-1	-20	750	80	27	18	53	gewinnen/verlieren	oben/?	unten	1357.462	-1	1	0	2144.956	1
15	6	98	1	1	40	1500	-40	16	9	37	links/rechts	horizontal/?	vertikal	744.1454	-1	0	0	1038.883	1
15	6	99	1	1	70	750	80	10	6	29	dick/lang	dünn/?	kurz	1402.055	-1	0	0	906.6785	1
15	6	100	1	-1	-20	750	-40	45	81	85	Schiff/anlegen	Flugzeug/?	landen	1222.253	-1	1	0	1200.923	1
15	6	101	1	-1	-40	1500	40	15	64	36	Appetit/Essen	Durst/?	Getränk	782.4657	-1	1	0	2605.892	0
15	6	102	1	-1	-70	1500	80	29	69	55	Spinat/Gemüse	Birke/?	Baum	658.5087	-1	1	0	994.396	1
15	6	103	1	-1	-70	750	-80	92	56	179	Wettlauf/Stoppuhr	Weitsprung/?	Metermaß	1088.696	-1	1	0	700.4105	1
15	6	104	1	1	110	250	40	64	100	124	Dezember/Jahr	Sonntag/?	Woche	638.6411	1	1	1	628.4749	1
15	6	105	1	-1	-70	1500	40	89	112	171	Dunkelheit/Helligkeit	Stille/?	Lärm	1017.047	-1	1	0	902.7127	1
15	6	106	1	1	40	1500	-80	59	34	115	einsteigen/Abfahrt	aussteigen/?	Ankunft	868.8763	1	1	1	846.8058	1
15	6	107	1	1	110	1500	-80	28	19	54	schwach/stark	arm/?	reich	544.4013	1	1	1	840.3625	1
15	6	108	1	-1	-20	750	-40	33	71	63	Koch/Herd	Bäcker/?	Backofen	684.2558	-1	1	0	718.4216	1
15	6	109	1	-1	-110	250	-40	90	55	176	wann/jetzt	wo/?	hier	1323.207	-1	1	0	576.1621	1
15	6	110	1	-1	-70	1500	-40	66	39	128	niedrig/hoch	billig/?	teuer	1104.931	-1	1	0	662.3785	1
15	6	111	1	1	70	1500	-40	14	63	35	Fernseher/sehen	Radio/?	hören	730.6271	1	1	1	428.1523	1
15	6	112	1	-1	-70	1500	40	25	16	50	Beginn/Ende	fern/?	nah	1012.602	1	0	1	990.6829	1
15	6	113	1	1	20	750	80	49	89	101	Pfütze/Teich	Bach/?	Fluss	940.0723	1	1	1	660.4465	0
15	6	114	1	-1	-70	250	-80	56	33	111	Wanderung/Rucksack	Reise/?	Koffer	728.7469	-1	1	0	708.7344	1
15	6	115	1	1	20	750	-40	12	62	33	Milch/Kuh	Wolle/?	Schaf	600.4456	1	1	1	462.1045	1
15	6	116	1	1	110	750	-80	3	2	8	Partei/Wähler	Produkt/?	Käufer	804.3055	1	1	1	1260.801	1
15	6	117	1	-1	-20	750	40	93	116	180	essen/hungrig	schlafen/?	müde	1744.313	-1	1	0	878.1541	1
15	6	118	1	-1	-70	250	-40	83	49	161	klein/groß	kurz/?	lang	NA	1	0	1	1960.428	1
15	6	119	1	1	40	250	40	76	45	148	zusammen/allein	mehrere/?	einer	892.5738	1	1	1	2246.094	0
15	6	120	1	1	40	250	-80	6	60	19	Mütze/Kopf	Schuh/?	Fuß	534.2544	1	1	1	1745.469	1
15	6	121	1	-1	-40	1500	80	41	25	76	Redner/Hörer	Zauberer/?	Zuschauer	598.475	-1	1	0	465.8226	1
15	6	122	1	-1	-110	1500	-80	80	110	156	Kleid/Frau	Gefieder/?	Vogel	496.1668	-1	1	0	732.4473	1
15	6	123	1	1	110	250	-80	44	27	80	Apfel/Schale	Apfelbaum/?	Rinde	722.6155	1	1	1	462.2573	0
15	6	124	1	1	40	750	80	22	13	46	Brot/Toaster	Speck/?	Bratpfanne	504.037	1	1	1	774.7151	1
15	6	125	1	1	110	750	80	17	65	38	Fisch/Aquarium	Wellensittich/?	Käfig	594.3742	1	1	1	888.3585	1
15	6	126	1	-1	-40	750	-40	32	70	62	Federhalter/Tinte	Pinsel/?	Farbe	536.2168	-1	1	0	562.1886	1
15	6	127	1	1	70	1500	40	78	107	153	Schule/Lehrer	Kirche/?	Pfarrer	546.2404	1	1	1	604.3627	1
15	6	128	1	-1	-40	250	40	60	35	117	Lokomotive/Dampf	Straßenbahn/?	Strom	908.8421	1	0	1	548.3342	1
15	7	129	1	-1	-70	250	-40	61	36	118	Gesicht/waschen	Wohnung/?	putzen	897.1227	-1	1	0	746.8943	1
15	7	130	1	1	110	250	40	34	72	64	Auto/Verkehrsmittel	Löffel/?	Besteck	500.5123	1	1	1	586.245	1
15	7	131	1	-1	-20	1500	40	7	61	23	Licht/Auge	Schall/?	Ohr	986.1727	-1	1	0	2682.184	1
15	7	132	1	1	40	250	-40	47	29	93	vermindern/vermehren	subtrahieren/?	addieren	1070.92	1	1	1	600.3145	1
15	7	133	1	-1	-110	750	80	4	58	12	Hund/Welpe	Pflanze/?	Setzling	1507.607	-1	1	0	746.6795	1
15	7	134	1	-1	-110	750	40	69	102	133	Schiff/Kapitän	Stadt/?	Bürgermeister	647.8379	-1	1	0	716.4723	1
15	7	135	1	1	70	750	80	2	57	2	Artikel/Journalist	Roman/?	Autor	674.2938	1	1	1	448.2004	1
15	7	136	1	-1	-20	750	40	62	99	120	Nacht/Tag	Finsternis/?	Licht	1164.783	1	0	1	596.6224	1
15	7	137	1	-1	-40	250	80	57	96	113	Kleinkind/Kindergarten	Schüler/?	Schule	1699.03	-1	1	0	1319.098	0
15	7	138	1	1	110	1500	-80	77	46	149	Stiel/Hammer	Klinke/?	Tür	856.5657	1	1	1	546.2325	1
15	7	139	1	-1	-40	1500	40	26	17	52	eng/weit	Frage/?	Antwort	1067.92	1	0	1	2519.484	1
15	7	140	1	1	20	1500	40	38	77	73	Uhr/Tageszeit	Kompass/?	Himmelsrichtung	582.3993	-1	0	0	670.4505	1
15	7	141	1	-1	-70	1500	-80	82	48	160	finden/verlieren	erinnern/?	vergessen	1070.939	1	0	1	2168.781	0
15	7	142	1	-1	-20	250	40	86	52	168	spät/früh	Abend/?	Morgen	664.4928	-1	1	0	618.2585	1
15	7	143	1	-1	-70	750	80	5	3	16	hier/dort	nah/?	fern	1032.476	-1	1	0	1237.22	1
15	7	144	1	-1	-40	250	-40	87	53	169	schwimmen/Wasser	fliegen/?	Luft	1178.666	-1	1	0	540.3333	1
15	7	145	1	1	110	250	80	88	54	170	warm/kalt	stumpf/?	spitz	826.6259	1	1	1	932.9049	1
15	7	146	1	1	70	1500	-80	95	119	186	Stunde/Minute	Minute/?	Sekunde	1027.044	1	1	1	2376.73	1
15	7	147	1	-1	-40	1500	-80	52	91	105	Würfel/eckig	Ball/?	rund	1024.243	1	0	1	3965.631	1
15	7	148	1	1	40	1500	-80	39	78	74	wann/Zeit	wo/?	Ort	754.6137	1	1	1	1608.266	1
15	7	149	1	-1	-110	1500	-80	51	31	104	Junge/Bruder	Mädchen/?	Schwester	1267.648	-1	1	0	776.6241	1
15	7	150	1	-1	-20	1500	-80	48	30	95	sechs/Zahl	Hass/?	Gefühl	766.7967	1	0	1	894.6475	1
15	7	151	1	-1	-20	1500	-40	9	5	28	Fußballer/Fußballplatz	Schwimmer/?	Schwimmbecken	1054.515	1	0	1	960.5433	1
15	7	152	1	-1	-110	1500	-40	37	23	69	Katze/Maus	Spinne/?	Fliege	806.3732	-1	1	0	784.5117	1
15	7	153	1	-1	-70	750	-40	36	22	67	Schmerz/nachlassen	Hitze/?	abkühlen	844.6409	-1	1	0	462.1408	1
15	7	154	1	-1	-70	250	80	13	8	34	Pilot/Flugzeug	Zugführer/?	Zug	NA	1	0	1	490.1858	1
15	7	155	1	1	110	750	40	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	670.2629	1	1	1	546.3261	1
15	7	156	1	-1	-20	250	80	91	115	177	Winter/wärmen	Sommer/?	kühlen	1279.723	1	0	1	808.5409	1
15	7	157	1	-1	-110	1500	40	72	43	136	Frage/Antwort	Rätsel/?	Lösung	902.6436	-1	1	0	944.665	1
15	7	158	1	1	110	1500	-40	94	117	182	Windhund/Hund	Lachs/?	Fisch	658.3745	1	1	1	592.3456	1
15	7	159	1	1	20	1500	40	31	21	60	Drehbuch/Spielfilm	Kochrezept/?	Gericht	887.0678	1	1	1	1827.403	0
15	7	160	1	1	70	250	-80	70	41	134	genau/messen	ungefähr/?	schätzen	620.2753	1	1	1	776.6162	1
15	8	161	1	-1	-40	750	-80	42	26	77	stottern/sprechen	stolpern/?	gehen	488.1367	1	0	1	528.187	1
15	8	162	1	-1	-40	750	-80	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	616.2571	-1	1	0	382.391	1
15	8	163	1	1	40	750	-80	50	90	103	Sommer/Regen	Winter/?	Schnee	560.5658	-1	0	0	458.3243	1
15	8	164	1	1	20	250	40	18	10	39	Haar/Shampoo	Zähne/?	Zahnpasta	670.3573	1	1	1	452.0879	1
15	8	165	1	1	20	1500	-80	54	32	108	Buch/drucken	Brief/?	schreiben	1052.658	1	1	1	776.5803	1
15	8	166	1	-1	-40	1500	80	58	97	114	Wand/Stein	Tisch/?	Holz	956.4872	-1	1	0	854.5268	1
15	8	167	1	1	70	750	-80	84	50	163	Vertrauen/Experte	Unsicherheit/?	Anfänger	1104.917	1	1	1	502.329	1
15	8	168	1	-1	-20	250	-40	53	92	106	Baum/Wald	Grashalm/?	Wiese	1060.948	-1	1	0	590.3643	1
15	8	169	1	1	110	1500	-40	96	120	187	Milimeter/Meter	Meter/?	Kilometer	692.4309	1	1	1	667.0679	0
15	8	170	1	1	110	1500	80	46	28	87	Bratkartoffeln/Pfanne	Gemüsesuppe/?	Topf	586.3184	1	1	1	596.3216	1
15	8	171	1	-1	-70	1500	-80	8	4	24	alles/nichts	immer/?	nie	978.5706	1	0	1	820.7432	0
15	8	172	1	-1	-110	750	-80	1	1	1	Buchstabe/Ziffer	Wort/?	Zahl	650.4237	-1	1	0	1138.715	0
15	8	173	1	-1	-70	1500	80	81	47	159	hoffen/verzweifeln	froh/?	unglücklich	1022.193	1	0	1	1898.15	1
15	8	174	1	-1	-110	250	-40	20	67	43	Zahnarzt/Zähne	Friseur/?	Haare	544.2627	-1	1	0	399.9047	1
15	8	175	1	-1	-110	250	40	23	14	47	Auto/Straße	Zug/?	Schiene	620.2722	-1	1	0	450.1193	1
15	8	176	1	1	110	1500	40	11	7	30	Mensch/Schuh	Auto/?	Reifen	524.2817	1	1	1	478.2678	1
15	8	177	1	1	20	1500	-40	79	109	155	Blitz/hell	Donner/?	laut	742.9992	1	1	1	428.2893	1
15	8	178	1	1	70	250	80	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	530.2125	1	1	1	426.252	1
15	8	179	1	1	70	250	-80	71	42	135	Wein/Fass	Kartoffeln/?	Sack	905.9982	-1	0	0	1611.904	1
15	8	180	1	1	70	1500	-80	85	51	167	lustig/traurig	gut/?	böse	708.4481	1	1	1	564.2808	1
15	8	181	1	1	20	750	80	75	104	144	Album/Foto	Zeitung/?	Artikel	1550.296	1	1	1	430.2342	1
15	8	182	1	1	40	1500	-40	73	103	137	Zehen/Fuß	Finger/?	Hand	902.7566	1	1	1	1125.399	1
15	8	183	1	1	40	250	-40	40	24	75	Haus/Dach	Zimmer/?	Decke	666.5977	1	1	1	510.1044	1
15	8	184	1	-1	-40	1500	-40	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	732.06	1	0	1	696.4392	1
15	8	185	1	1	20	250	80	65	38	126	Brille/Auge	Krücke/?	Bein	736.5504	-1	0	0	524.2869	1
15	8	186	1	1	40	750	-80	67	101	129	Stuhl/Bank	Sessel/?	Sofa	562.7433	1	1	1	776.369	1
15	8	187	1	-1	-70	750	-40	21	12	45	Hase/Karotte	Wolf/?	Schaf	814.6458	1	0	1	570.2136	1
15	8	188	1	-1	-70	750	-80	63	37	123	ich/mich	wir/?	uns	NA	NA	0	NA	18.02677	1
15	8	189	1	-1	-110	250	80	43	79	79	Quadrat/Kreis	Würfel/?	Kugel	1183.384	1	0	1	580.3841	1
15	8	190	1	-1	-110	750	80	74	44	138	Stadt/Dorf	See/?	Teich	1723.382	-1	1	0	1388.263	0
15	8	191	1	-1	-40	250	-80	55	94	109	Mehl/Bäcker	Stoff/?	Schneider	738.4164	1	0	1	576.3599	1
15	8	192	1	1	20	1500	80	30	20	56	Wort/Satz	Teller/?	Geschirr	696.5549	1	1	1	1820.202	0
16	3	1	1	1	40	250	80	86	52	168	spät/früh	Abend/?	Morgen	1223.301	1	1	1	870.2116	1
16	3	2	1	-1	-70	1500	40	9	5	28	Fußballer/Fußballplatz	Schwimmer/?	Schwimmbecken	1084.949	-1	1	0	476.1912	1
16	3	3	1	-1	-70	250	-80	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	1142.653	-1	1	0	630.1886	0
16	3	4	1	1	70	250	40	21	12	45	Hase/Karotte	Wolf/?	Schaf	1468.018	1	1	1	874.6488	1
16	3	5	1	1	20	750	-80	91	115	177	Winter/wärmen	Sommer/?	kühlen	1349.458	1	1	1	734.5254	1
16	3	6	1	1	70	750	-80	13	8	34	Pilot/Flugzeug	Zugführer/?	Zug	948.3844	1	1	1	487.9272	1
16	3	7	1	-1	-110	1500	-40	18	10	39	Haar/Shampoo	Zähne/?	Zahnpasta	1072.801	-1	1	0	832.3013	1
16	3	8	1	1	70	1500	80	41	25	76	Redner/Hörer	Zauberer/?	Zuschauer	797.7944	1	1	1	638.3889	1
16	3	9	1	1	20	250	80	8	4	24	alles/nichts	immer/?	nie	1225.243	1	1	1	544.3189	1
16	3	10	1	1	40	250	-40	84	50	163	Vertrauen/Experte	Unsicherheit/?	Anfänger	1733.771	1	1	1	566.1943	1
16	3	11	1	-1	-20	250	80	45	81	85	Schiff/anlegen	Flugzeug/?	landen	984.4268	-1	1	0	636.0677	1
16	3	12	1	1	110	1500	-40	64	100	124	Dezember/Jahr	Sonntag/?	Woche	874.4135	1	1	1	568.2131	1
16	3	13	1	1	70	750	40	65	38	126	Brille/Auge	Krücke/?	Bein	1447.888	1	1	1	652.2843	1
16	3	14	1	-1	-40	1500	40	83	49	161	klein/groß	kurz/?	lang	1038.835	-1	1	0	564.029	1
16	3	15	1	-1	-70	1500	40	16	9	37	links/rechts	horizontal/?	vertikal	792.7101	-1	1	0	676.4161	1
16	3	16	1	1	110	750	80	95	119	186	Stunde/Minute	Minute/?	Sekunde	524.3565	1	1	1	476.8292	1
16	3	17	1	1	70	750	-80	62	99	120	Nacht/Tag	Finsternis/?	Licht	1030.423	1	1	1	566.1813	1
16	3	18	1	-1	-70	1500	-80	69	102	133	Schiff/Kapitän	Stadt/?	Bürgermeister	1074.836	-1	1	0	608.027	1
16	3	19	1	1	110	250	40	96	120	187	Milimeter/Meter	Meter/?	Kilometer	1122.493	1	1	1	645.9729	1
16	3	20	1	1	20	750	-40	52	91	105	Würfel/eckig	Ball/?	rund	1293.39	1	1	1	764.3125	1
16	3	21	1	-1	-110	750	-40	46	28	87	Bratkartoffeln/Pfanne	Gemüsesuppe/?	Topf	892.6394	-1	1	0	542.1971	1
16	3	22	1	-1	-40	250	40	76	45	148	zusammen/allein	mehrere/?	einer	1553.624	1	0	1	588.4866	1
16	3	23	1	1	110	1500	-80	67	101	129	Stuhl/Bank	Sessel/?	Sofa	1110.478	1	1	1	458.3664	1
16	3	24	1	-1	-20	250	40	32	70	62	Federhalter/Tinte	Pinsel/?	Farbe	1590.676	1	0	1	758.3975	1
16	3	25	1	-1	-70	1500	-40	15	64	36	Appetit/Essen	Durst/?	Getränk	944.502	-1	1	0	404.1987	1
16	3	26	1	1	20	250	-80	61	36	118	Gesicht/waschen	Wohnung/?	putzen	NA	1	1	1	1616.035	0
16	3	27	1	-1	-40	750	80	63	37	123	ich/mich	wir/?	uns	1658.707	-1	1	0	726.2047	0
16	3	28	1	-1	-20	1500	40	71	42	135	Wein/Fass	Kartoffeln/?	Sack	1307.116	1	0	1	1559.379	0
16	3	29	1	1	40	750	-40	33	71	63	Koch/Herd	Bäcker/?	Backofen	1648.297	-1	0	0	408.3986	1
16	3	30	1	1	70	1500	-40	92	56	179	Wettlauf/Stoppuhr	Weitsprung/?	Metermaß	1237.396	1	1	1	596.4023	1
16	3	31	1	1	20	750	80	29	69	55	Spinat/Gemüse	Birke/?	Baum	1309.596	-1	0	0	732.2034	1
16	3	32	1	-1	-20	250	-40	20	67	43	Zahnarzt/Zähne	Friseur/?	Haare	1191.073	1	0	1	502.3497	1
16	4	33	1	1	70	1500	-80	55	94	109	Mehl/Bäcker	Stoff/?	Schneider	912.3143	1	1	1	502.3142	1
16	4	34	1	-1	-110	750	-80	85	51	167	lustig/traurig	gut/?	böse	178.1145	-1	1	0	872.4756	1
16	4	35	1	-1	-70	250	80	50	90	103	Sommer/Regen	Winter/?	Schnee	1624.487	1	0	1	466.3491	0
16	4	36	1	-1	-110	1500	-80	22	13	46	Brot/Toaster	Speck/?	Bratpfanne	786.296	-1	1	0	491.8384	1
16	4	37	1	-1	-40	1500	80	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	1237.09	-1	1	0	676.246	1
16	4	38	1	-1	-20	1500	-80	37	23	69	Katze/Maus	Spinne/?	Fliege	1518.728	-1	1	0	600.2752	1
16	4	39	1	1	110	250	-40	77	46	149	Stiel/Hammer	Klinke/?	Tür	824.5294	1	1	1	552.1607	1
16	4	40	1	1	70	1500	40	88	54	170	warm/kalt	stumpf/?	spitz	1012.591	1	1	1	660.2485	1
16	4	41	1	-1	-110	250	40	47	29	93	vermindern/vermehren	subtrahieren/?	addieren	1024.593	-1	1	0	476.6421	1
16	4	42	1	1	110	750	40	30	20	56	Wort/Satz	Teller/?	Geschirr	1457.698	1	1	1	622.1841	1
16	4	43	1	1	20	250	-40	11	7	30	Mensch/Schuh	Auto/?	Reifen	1291.234	1	1	1	495.8365	1
16	4	44	1	-1	-70	1500	80	44	27	80	Apfel/Schale	Apfelbaum/?	Rinde	754.4073	-1	1	0	768.3871	1
16	4	45	1	1	40	1500	-80	43	79	79	Quadrat/Kreis	Würfel/?	Kugel	940.4435	1	1	1	658.3947	1
16	4	46	1	-1	-40	250	-40	79	109	155	Blitz/hell	Donner/?	laut	1190.774	1	0	1	1065.035	0
16	4	47	1	1	20	250	-40	54	32	108	Buch/drucken	Brief/?	schreiben	996.3081	1	1	1	710.3576	1
16	4	48	1	-1	-110	1500	80	94	117	182	Windhund/Hund	Lachs/?	Fisch	740.8566	-1	1	0	506.2834	1
16	4	49	1	-1	-40	1500	80	78	107	153	Schule/Lehrer	Kirche/?	Pfarrer	1124.941	-1	1	0	498.1092	1
16	4	50	1	1	70	250	80	72	43	136	Frage/Antwort	Rätsel/?	Lösung	460.1404	1	1	1	662.6534	1
16	4	51	1	-1	-110	1500	80	74	44	138	Stadt/Dorf	See/?	Teich	1287.081	-1	1	0	466.1276	1
16	4	52	1	-1	-110	750	80	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	826.3638	-1	1	0	484.2351	1
16	4	53	1	1	110	750	-80	40	24	75	Haus/Dach	Zimmer/?	Decke	1137.459	1	1	1	426.251	1
16	4	54	1	1	20	1500	40	87	53	169	schwimmen/Wasser	fliegen/?	Luft	1632.023	-1	0	0	698.6291	1
16	4	55	1	-1	-110	750	80	7	61	23	Licht/Auge	Schall/?	Ohr	1762.525	-1	1	0	764.2939	1
16	4	56	1	-1	-40	750	-40	14	63	35	Fernseher/sehen	Radio/?	hören	1081.045	-1	1	0	412.3043	1
16	4	57	1	-1	-110	250	-80	58	97	114	Wand/Stein	Tisch/?	Holz	864.3803	-1	1	0	460.6051	1
16	4	58	1	-1	-110	250	-40	75	104	144	Album/Foto	Zeitung/?	Artikel	1252.922	-1	1	0	183.7492	1
16	4	59	1	1	110	1500	-80	3	2	8	Partei/Wähler	Produkt/?	Käufer	1418.216	1	1	1	563.7546	0
16	4	60	1	-1	-110	750	-80	10	6	29	dick/lang	dünn/?	kurz	1552.856	-1	1	0	679.8761	0
16	4	61	1	1	110	250	40	93	116	180	essen/hungrig	schlafen/?	müde	1145.26	1	1	1	648.5334	1
16	4	62	1	-1	-70	250	-80	53	92	106	Baum/Wald	Grashalm/?	Wiese	1136.761	-1	1	0	664.1925	1
16	4	63	1	1	70	1500	-40	38	77	73	Uhr/Tageszeit	Kompass/?	Himmelsrichtung	914.8208	1	1	1	738.4599	1
16	4	64	1	-1	-40	750	40	1	1	1	Buchstabe/Ziffer	Wort/?	Zahl	1514.002	-1	1	0	930.7045	1
16	5	65	1	1	20	1500	-40	48	30	95	sechs/Zahl	Hass/?	Gefühl	1292.74	1	1	1	590.186	1
16	5	66	1	-1	-20	250	-80	6	60	19	Mütze/Kopf	Schuh/?	Fuß	1382.66	1	0	1	594.3333	1
16	5	67	1	-1	-20	750	-40	27	18	53	gewinnen/verlieren	oben/?	unten	1134.464	1	0	1	614.2377	1
16	5	68	1	1	40	750	-80	57	96	113	Kleinkind/Kindergarten	Schüler/?	Schule	1636.578	1	1	1	534.1145	1
16	5	69	1	-1	-70	750	40	82	48	160	finden/verlieren	erinnern/?	vergessen	952.5925	-1	1	0	622.5612	1
16	5	70	1	-1	-20	1500	-40	49	89	101	Pfütze/Teich	Bach/?	Fluss	1823.053	-1	1	0	800.3276	1
16	5	71	1	-1	-40	1500	40	31	21	60	Drehbuch/Spielfilm	Kochrezept/?	Gericht	NA	-1	1	0	970.6041	1
16	5	72	1	1	110	250	80	4	58	12	Hund/Welpe	Pflanze/?	Setzling	1031.2	1	1	1	798.3219	1
16	5	73	1	-1	-40	750	40	34	72	64	Auto/Verkehrsmittel	Löffel/?	Besteck	1398.026	1	0	1	764.4175	1
16	5	74	1	1	70	250	80	51	31	104	Junge/Bruder	Mädchen/?	Schwester	824.3655	1	1	1	680.1655	1
16	5	75	1	1	20	1500	40	81	47	159	hoffen/verzweifeln	froh/?	unglücklich	1588.143	-1	0	0	435.8016	1
16	5	76	1	1	70	750	-40	5	3	16	hier/dort	nah/?	fern	948.2182	1	1	1	548.0351	1
16	5	77	1	-1	-20	250	-40	59	34	115	einsteigen/Abfahrt	aussteigen/?	Ankunft	1657.053	1	0	1	1178.635	0
16	5	78	1	-1	-40	1500	-80	90	55	176	wann/jetzt	wo/?	hier	1975.939	-1	1	0	1307.628	1
16	5	79	1	1	40	1500	-40	56	33	111	Wanderung/Rucksack	Reise/?	Koffer	1400.338	1	1	1	800.3821	1
16	5	80	1	-1	-110	1500	40	26	17	52	eng/weit	Frage/?	Antwort	653.986	-1	1	0	648.148	1
16	5	81	1	-1	-20	1500	40	66	39	128	niedrig/hoch	billig/?	teuer	1377.441	1	0	1	778.2576	1
16	5	82	1	-1	-40	750	-80	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	1180.616	1	0	1	320.0814	1
16	5	83	1	1	110	1500	-40	42	26	77	stottern/sprechen	stolpern/?	gehen	735.7079	1	1	1	590.1738	1
16	5	84	1	1	20	750	80	2	57	2	Artikel/Journalist	Roman/?	Autor	1214.814	-1	0	0	428.0617	1
16	5	85	1	-1	-40	1500	-80	23	14	47	Auto/Straße	Zug/?	Schiene	1315.111	1	0	1	526.1329	1
16	5	86	1	-1	-20	1500	80	39	78	74	wann/Zeit	wo/?	Ort	794.7656	-1	1	0	546.3133	1
16	5	87	1	1	70	1500	80	28	19	54	schwach/stark	arm/?	reich	1138.936	1	1	1	586.1883	1
